product_id,avg_cost
14324,16.672871
14326,17.354091
14327,21.506207
14329,84.925833
14330,81.84
14334,90.0
14336,38.67
14337,599.14
14338,549.522487
14339,33.725
14341,475.0
14342,334.8
14344,15.055299
14345,9.6
14347,27.497917
14348,12.170895
14349,120.0
14350,39.423452
14351,65.839969
14352,425.0
14353,89.70368
14354,3.064231
14358,523.765223
14363,8.510573
14364,10.953364
14365,5.090566
14366,9.216383
14367,16.938889
14370,75.0
14371,162.0
14372,32.301481
14373,30.359063
14375,26.54
14377,41.745274
14379,169.485205
14380,72.942308
14381,102.319032
14382,6.414167
14383,187.201667
14384,84.984067
14387,80.619863
14388,64.8
14390,106.303214
14391,2.426667
14392,3.543411
14393,6.838585
14394,149.990109
14405,1.940244
14407,3344.0
14410,46.318502
14414,31.461796
14415,1.461081
14417,7.704
14418,193.574
14425,224.715227
14427,671.113514
14428,466.709195
14429,253.302326
14431,157.945015
14432,16.770667
14433,202.891649
14436,1283.208
14437,7218.808176
14439,1577.412727
14441,4.261467
14442,806.4
14443,28.925
14444,24.75
14446,38.23362
14447,28.050942
14448,26.685128
14449,22.69
14450,24.245806
14451,697.0
14452,5.59
14460,25.493492
14461,81.0
14462,81.0
14463,81.0
14467,53.845714
14468,17000.0
14469,95.2225
14472,17.25
14475,1.048963
14476,0.95
14478,625.10981
14479,31.623175
14480,273.888889
14481,5054.0
14483,484.370253
14485,492.795662
14488,14.453125
14489,48.07004
14490,2513.423333
14491,875.0
14493,48.274286
14494,72.273333
14495,53.358792
14497,37.01729
14499,20.169091
14503,22.608696
14504,72.27
14505,33.421111
14506,69.177143
14508,48.39722
14511,331.605435
14513,240.0
14514,45.505
14515,18.678431
14516,29.871429
14517,15.0
14519,152.166667
14520,94.564706
14522,36.920625
14526,37.334057
14536,57.2
14538,47.666667
14542,239.668971
14544,3.233491
14545,43.875
14547,770.0
14551,200.748257
14554,196.161141
14555,747.167143
14556,2007.142857
14558,2279.032258
14561,6500.0
14563,415.834921
14566,312.08
14567,26.746667
14569,140.089286
14571,171.446903
14572,2455.956522
14574,379.79718
14575,204.496187
14576,104.8492
14577,86.803514
14579,11.114474
14580,1974.791786
14581,96.732832
14583,10.22428
14584,42.18
14586,12.273185
14588,312.017143
14590,28.608
14592,42.931622
14598,78.025054
14600,8.955895
14601,22.4
14602,147.965805
14603,9.641156
14604,53.129229
14607,48.07139
14608,36.247216
14610,10.335
14611,9.416398
14612,8.1325
14613,41.767886
14614,17.286522
14616,37.5
14617,27.575935
14618,520.896667
14619,43.4625
14626,1034.697278
14627,51.325714
14631,518.21
14632,4.914286
14633,45.583057
14636,41.695989
14637,28.222188
14638,31.5
14639,28.0
14640,6.15127
14641,429.883946
14642,0.0
14648,40.386842
14649,226.0
14650,2.77
14652,8.187231
14653,9.645238
14655,49.178056
14657,128.1
14658,8.558516
14659,4.128995
14660,25.411446
14661,22.598
14665,65.837476
14666,37.5
14667,20.857273
14669,150.0
14670,210.0
14672,848.167043
14673,1976.875
14678,32.4
14681,31.84
14682,84.449118
14683,40.380556
14684,15.83
14685,8.421739
14686,21.71875
14688,27.354176
14690,518.9
14693,18.94
14695,54.0
14699,35.995132
14700,422.722489
14701,6.7189
14705,171.186441
14706,291.877907
14709,193.310943
14710,301.65814
14712,0.5
14713,1260.9
14716,49.304364
14717,129.066667
14718,39.598701
14720,1.095111
14722,18.12507
14723,14.879545
14727,960.902353
14728,526.5
14729,2.811053
14730,2.383034
14732,66.940548
14733,48.335
14736,4476.996667
14739,650.993838
14740,3571.671905
14741,85.892857
14742,39.48716
14745,3.38
14746,5.69
14747,2.934718
14748,5.92863
14749,15.001167
14752,134.772932
14753,35.921089
14754,1.358481
14755,12.322573
14756,1.217143
14759,35.302
14761,220.0
14762,0.937799
14763,1.035628
14765,28.997377
14766,34.984059
14768,30.550802
14769,62.95
14770,284.352299
14772,83.75
14773,123.216667
14776,157.7
14777,80.544091
14779,1609.7406
14781,66.280571
14782,89.841111
14783,21.459211
14788,627.033333
14789,20.53
14790,19.101667
14791,547.150093
14792,1174.791667
14793,406.427394
14794,490.533113
14797,346.484293
14798,53.160171
14799,35.947332
14803,32.58
14804,18.98
14805,25.97075
14807,18.4
14809,33.79931
14813,29.32
14814,21.558961
14816,34.682723
14818,38.084
14819,21.1
14820,98.564854
14823,25.2
14825,404.120229
14826,24.456497
14827,53.978
14837,408.286833
14839,36.21535
14840,0.261667
